0,715277777777778;Prenom;Titre;Type;Abstract;Jour;Heure_debut;Heure_fin;Num_Session;Titre_Session;Title_Session;Researchgate;Linkedin
Ibarlucea-Jerez;Maria;Influence of fermented food consumption on oral microbiota and taste perception;Oral;Oral microbiota varies throughout the individual?s life. These changes could be due to the impact of several factors (environmental, physiological...) that shape the diversity and composition of the oral microbiota. Among these factors, the diet and particularly a short-term consumption of dairy fermented food, has been shown to influence oral microbiota through a temporary oral colonization. However, little is known about the physiological impact of this temporary colonization. Taste perception is one of the potentially affected functions. Indeed, our team has recently shown a link between oral microbiota and taste perception in humans. In this context, this project has two main goals: to study the impact of exogenous microbiota from fermented food (cheese) on host oral microbiota, and to evaluate the role of this food microbiota in the modulation of taste perception.For this purpose, two groups of rats (n=27/group) were fed experimental cheeses with or without live bacteria for 3 weeks. Rat saliva was collected at different times for bacterial composition analysis (qPCR and 16S rRNA sequencing). Taste sensitivity was evaluated using a two-bottle test and four sucrose solutions with decreasing concentration.As first results, we showed that one third of the rats who have eaten cheese containing live bacteria had those bacteria in their saliva transiently. No significant effect was observed on taste sensitivity. This work shows that fermented food can modulate temporarily the composition of rat oral microbiota.;2;9h54;10h09;Session 1;Nutrition et Go�t;Nutrition and Taste;;
Nivet;Clement;Development of a new in vitro model of oral mucosa to investigate a new hypothesis on the molecular origin of astringency;Oral;Astringency is described as an oral tactile perception occurring during the consumption of tannin-rich foods. This sensation, mediated by the trigeminal nerves, participates negatively to the flavor of foods leading to the rejection of food with high astringency by the consumer. The exact molecular mechanism of its origin and the nature of the sensory receptors activated are still under debate. Up to recently, the main hypotheses involves changes in the lubrication properties of the oral cavity triggering the activation of mechanoreceptors. Recently, we have put a new hypothesis involving the mucin MUC1 forward as an explanation of the origin of astringency. MUC1 is a transmembrane mucin with two subunits linked by noncovalent interactions. It is expressed at the surface of oral epithelial cells impacting on the surface lubrication and the anchoring of the salivary proteins composing the mucosal pellicle (MP). MUC1 is also described as a sensor of the external cellular medium. Thus, we have proposed that MUC1 aggregation by astringent compounds disrupts its two subunits, inducing two different and sequential mechanisms: an intracellular signalling pathway leading to the release of neurotransmitter activating trigeminal free ending nerves and a disruption of the MP increasing the friction forces at the surface of the mucosa. To investigate this hypothesis, we have developed an innovating in vitro model of oral mucosa based on the transfection of the TR146 oral epithelial cell line with genes coding for different isoforms of MUC1, which differ by the length of the variable number of tandem repeat (VNTR) module and the cleavage of proprotein at the origin of the 2 subunits. Stable expression clones have been selected and their ability to anchor salivary proteins and form the mucosal pellicle has been compared to the one of a previous TR146 cell line transfected with a non-cleavable isoform of MUC1 that do not have a VNTR module.;2;10h12;10h27;Session 1;Nutrition et Go�t;Nutrition and Taste;;
Phimnuan;Preeyawass;Determination of the Gamma-irradiated blended fibroin/aloe gel extract wound dressing on physicochemical and biological properties related to wound healing;Oral;In this study, the physicochemical and biological properties of the blended fibroin/aloe gel extract wound dressing, sterilized by gamma irradiation, were determined to support its wound healing efficacy. Our previous studies found that the prepared film exerts potential healing effects, including experimentations in vitro, in vivo in streptozotocin-induced diabetic rats, and clinical trials in diabetic foot ulcer patients. Protein content, molecular weight pattern, and chemical characteristics were separately determined in the silk fibroin and the aloe gel extracts. Then, both extracts were dissolved in lactic acid solution and cast to obtain the blended fibroin/aloe gel extract wound dressing. Subsequently, the physicochemical and biological properties of the prepared film were determined. Our study found that gamma irradiation does not affect any physicochemical properties of the prepared film, including physical appearance (flexible, translucent, and yellowish film), surface morphology (non-porous morphology), mechanical properties (breaking force of non-sterilized film: 6.038�0.746 N and broke: 1.147�0.119%, similar to the sterilized film: 6.26�0.44 N and 1.20�0.07%), and chemical characteristic information (presenting of amide I, II, III, glucan units, pyranoside ring, and mannose). The proliferation of the film-treated cells was higher than the untreated cells, as indicated by cell cycle analysis, with a shift from G0/G1 phase (76.26�0.72%) to S phase (7.19�0.23%) and G2/M phase (16.09�0.58%) for the film-treated cells as compared to untreated cells, 92.47�2.44, 2.53�0.92 and 4.67�1.61%, respectively. For cell migration, the film-treated cells provided a completely healed wound at 36h after scratch creation, while untreated cells were not healed at the same time. According to biological activity, the prepared film can enhance the proliferation and migration of the fibroblast cells and stimulate the wound healing process in diabetic foot ulcers.;2;9h;9h15;Session 1;Divers 2;Miscellaneous 2;;
Baverel;Valentin;The heat shock protein glucose-related protein 94 interacts with the proprotein convertase furin and modulates its enzymatic activity;Oral;Background: Furin is a proprotein convertase involved in the activation of precursor proteins, including oncogenic proteins and viral envelope glycoproteins. Glucose-related protein 94 (GRP94) is an endoplasmic reticulum stress protein that has been shown by our team to interact with cathepsin L, another protease involved in a wide range of cellular functions.Objectives: The objectives of this work were to study whether GRP94 interacts with furin and if so, whether it modulates its enzymatic activity.Methods: The GRP94-furin interaction was investigated using microscale thermophoresis and intracellularly, in 4T1 cells (triple negative breast cancer (TNBC) cells) and in human M2 primary macrophages, using proximity ligation assay (PLA). Furin enzymatic activity was measured in both cell types, treated or not with the GRP94 inhibitor PU-WS13.Results: The microscale thermophoresis results showed that GRP94 interacts with furin. Interaction was confirmed intracellularly by PLA in 4T1 cells and in M2 macrophages. PU-WS13 induced a significant decrease in furin enzymatic activity in both cell types, showing the role of GRP94 in modulating furin activity.Conclusion: GRP94 interacts with furin in 4T1 TNBC cells as well as in human M2 macrophages and modulates its enzymatic activity. The consequences on activation of the different furin substrates that are TGF-?1, MT1-MMP, IGF-1R as well as the SARS-CoV-2 spike protein are being investigated to better understand the role of this interaction in TNBC and SARS-CoV-2 infection.;2;9h18;9h33;Session 1;Divers 2;Miscellaneous 2;;
Vasku;Glenda;Matrix-assisted laser desorption imaging profiling of human retina reveals a distinct lipidomic pattern;Oral;Retina is a thin layer of tissue that covers the innermost back of the eye and is responsible for central and color vision. It represents a morphologically and functionally distinct system, which is able to perform a complex visual output. Visual transduction is a process that initiates in the retina and is translated into the occipital lobe of the brain, through specialized cells. Indeed, retina is part of the nervous system, which is considered to be the second highest organ rich in lipids, after adipose tissue. Lipids have important roles in energy storage, cell structure and signaling. Typically, in the retina lipids are crucial for the overall well-functioning of neural cells. Moreover, they are positive contributors in the visual transduction circuit. Multifactorial causes, such as genetic, environmental and aging factors can disrupt the lipid metabolism in the retina, resulting in lipid degradation. Such condition interferes with the normal visual process and can potentially initiate retinal based pathologies such as Age-Related Macular Degeneration (AMD).Our purpose in this work was to analyze the overall human retinal lipidome and to reveal specific localized lipids within the human retina tissue, through Matrix-Assisted Laser Desorption Imaging Mass Spectrometry (MALDI-IMS). For that purpose, human eye?s retina was fixed and analyzed after matrix deposition through sublimation. Data was acquired in full scan using a Bruker RapiFlex MALDI-IMS instrument. Five classes of lipid species were analyzed in positive mode (PC, LysoPC, PE, LysoPE, SM, Cer, TG, DG, PS and CE), which were found to be distributed differently across the whole retina?s section. Such distinct lipid pattern could increase our understanding of lipids role in diseases such as AMD, where retinal lipid extracellular deposits are formed.;2;9h36;9h51;Session 1;Divers 2;Miscellaneous 2;;
Daniel;Alexandrine;Validation of graph-based connectivity models using genetic data;Oral;Modelling the functional connectivity of habitats is crucial for biodiversity conservation. Landscape graphs, by modelling habitat patches linked by potential dispersal paths, are often used to quantify landscape connectivity. While this approach seems promising, it often lacks biological validation. To ensure its ecological relevance, we assessed the ability of connectivity metrics from landscape graphs to predict population genetic structure that closely reflects the dispersal of individuals, and thus functional connectivity. We modelled the habitat network of a forest bird species (Plumbeous warbler, Setophaga plumbea) in Guadeloupe using three graphs, constructed either from expert opinion, specialization indices, or a species distribution model (SDM). Genetic data (microsatellites) were also collected on 712 individuals in 27 populations. This genetic dataset was used as an empirical validation tool for the three landscape graphs, using two approaches: i) relating the cost-distances from the graphs to the genetic distances between populations, ii) relating the connectivity metrics from the graphs to the genetic diversity indices within the populations. The large proportion of variance in genetic distances explained by least-cost paths and the strong correlations between connectivity metrics and genetic indices demonstrate the ability of landscape graphs to model the influence of landscape connectivity on dispersal. In addition, our results provide insight into the relationships between construction costs and ecological relevance of landscape graphs, as the most complex approach (SDM) is not always the most efficient.;2;9h54;10h09;Session 1;Divers 2;Miscellaneous 2;;
Fouilloux;Pierre;In-situ differentiation and quantification of crosslinked Iron(II) and Iron(III) in polysaccharide hydrogel by 1H-low field NMR Relaxometry;Oral;Iron is one of the most important micronutrients for humans and animals. Although abundant in the environment most of it is present in oxidised form (Iron(III)) which is less compatible with animal physiology. Supplementing iron(II), the most bioavailable form of iron, is a critical point to fight against anaemia or iron deficiency. However, most of the existing analytical methods used to quantify iron in food and biological matrices cannot differentiate between iron(II) and iron(III). Moreover, such methods require the destruction of the sample. We propose an innovative methods based on 1H-low field NMR, which can differentiate and quantify Fe(II) and Fe(III) inside a polygalacturonate-based hydrogel formed by these two cations. Polygalacturonate (polyGalA) is composed by the association of galacturonic units which are the main component of the pectin. Previous work showed by X-ray absorption spectroscopy (XAS) that iron(II) in Fe(II)-polyGalA hydrogel keeps its oxidation degree (II). Moreover, a gradient of iron concentration, determined by atomic absorption spectroscopy (AAS), was observed inside the gel. NMR relaxometry method is based on the difference in the relaxation of protons in interaction with paramagnetic species such as iron(II) and iron(III). T1 distributions can be transformed in iron concentrations and expected gradient of concentrations is found in good agreement with AAS.;2;10h12;10h27;Session 1;Divers 2;Miscellaneous 2;;
Mathey;Aline;Essential oils, Pituranthos chloranthus and Teucrium ramosissimum, chemosensitize resistant human uterine sarcoma cells to doxorubicin by inducing apoptosis and targeting P-glycoprotein;Oral;The multidrug resistance (MDR) phenotype defined, among others, by insensitivity to cell death signals and the overexpression of active drug efflux transporters, is well-recognized as a major obstacle to efficient chemotherapeutic treatment in various cancers such as uterine sarcomas, characterized by a short survival and poor prognosis. Over the last decades, a growing research interest has been focused on the development of new chemopreventive and chemosensitizing strategies aimed at overcoming chemoresistance, reducing toxicity, side effects and potentiating cytotoxic drug efficacy. Among the new types of anticancer agents responding to these promising approaches, the plant kingdom, with beneficial effects on health, has become a focus of particular attention. Hence, we sought to determine the therapeutic potential of two essential oils from Tunisia, Pituranthos chloranthus (PC) and Teucrium ramosissimum Desf. (TR), to restore the sensitivity of multidrug-resistant uterine sarcoma cells to doxorubicin, a commonly used anticancer agent in sarcoma treatment. We first show that PC and TR were able to inhibit cell viability of the sensitive MES-SA and the doxorubicin-resistant variant MES-SA/Dx5 cell line. Mechanistically, PC and TR trigger caspase-mediated apoptosis, an overproduction of reactive oxygen species and mitochondrial membrane depolarization in both sensitive and resistant uterine sarcoma cells. Very interestingly, we demonstrate that PC and TR synergize with doxorubicin, leading to an increased cell death in resistant cells. These drug combination studies also show that the dose of doxorubicin can be reduced, thus limiting toxicity in anticancer therapy while maintaining drug efficiency. Finally, these synergistic effects were reinforced by a decrease in P-glycoprotein expression and activity, which subsequently lead to intracellular doxorubicin accumulation in resistant sarcoma cells. Altogether, our findings strengthen the significance of bioactive compounds to counteract the MDR phenotype and restore the sensitivity of aggressive cancers to conventional chemotherapies.;2;15h40;15h55;Session 2;Canc�rologie 3;Oncology 3;;
Geindreau;Mannon;Role of immune cells in the anti-tumor response following an anti-PD-1 and anti-VEGFR-2 combination therapy;Oral;Cancer, being the second leading cause of death worldwide, is a major public health problem. In order to improve the therapeutic arsenal against cancer, research projects aim to determine new treatments or therapeutic combinations.In the last ten years, immunotherapy has emerged as a new therapeutic option and aims at restoring an efficient anti-tumor immune response against tumor cells. Various immunotherapies exist and some of them target immune checkpoint. Checkpoint inhibitors prevent T cells exhaustion that is induced by the tumor microenvironment. However, 80 % patients are non-responders to this treatment with one of the reasons potentially being a poor T cell infiltration into tumors. To increase the efficiency of this immunotherapy, targeting another mechanism such as angiogenesis could be interesting.Angiogenesis is a key mechanism in the tumor development, it corresponds to the formation of new blood vessels from pre-existing blood vessels. This mechanism is induced by hypoxia and allows a proper nutrients and oxygen supply to the growing tumor. In cancer, this mechanism induces the formation of abnormal blood vessels that disrupt immune cells and drug diffusion into the tumor. It also suppresses the anti-tumor immune response by inducing an immunosuppressive microenvironment.As a matter of fact, this therapeutic combination has been the subject of clinical studies in multiple solid cancers and is approved by the FDA for the treatment of different solid cancers. However, the consequences of this combination of treatments on the immune system are still poorly known. In this context, I try to understand the role of the immune system following an anti-angiogenic and checkpoint inhibitor combination therapy. Depletion of these populations confirmed their crucial role in the efficacy of the combination therapy and we are now deciphering the cascade of events leading to this phenomenon.;2;15h58;16h13;Session 2;Canc�rologie 3;Oncology 3;;
Fredon;Maxime;High-throughput preclinical screening of CD123 single chain fragment variable to design 3rd generation of chimeric antigen receptor T-cell in the treatment of blastic plasmacytoid dendritic cell neoplasm patient;Oral;"Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN) is an aggressive haemopathy characterised by consistent overexpression of the CD123 antigen on 100% of blasts identifying CD123 as a target antigen for the development of targeted therapies. We have developed a CD123 CAR-T immunotherapy to redirect T lymphocytes expressing a chimeric antigen receptor (CAR). Although CAR-T therapy is well described in the literature, its design is a complex process requiring optimizations to ensure (i) strong and stable expression of the CAR on the surface of the T lymphocyte and (ii) efficient and specific recognition of the target antigen. These optimizations are crucial to maintain therapeutic effects in the long term and to avoid side effects related to the ""on-target, off-tumor"" effect.In this study, we produced five third generation CD123 CAR-T composed of different single chain Fragment variables (scFv). The aim of the project was to evaluate which of these five CD123 CAR-T had the best cytotoxicity differential between leukemic cells and healthy cells that could weakly express the target antigen.We therefore assessed the transduction efficiency and the expression of CAR at the T cell membrane by flow cytometry. Subsequently, we assessed the capacity for degranulation, secretion of effector cytokines and lysis after co-culture with target cells. We then assessed the clonogenic capacity of hematopoietic stem cells after contact with CAR-T as well as the cell lysis of endothelial cells and monocytes after contact with CD123 CAR-T. Finally, we evaluated the functionality of CD123 CAR-Ts in vivo in three immunodeficiency mouse models and showed that treatment with CD123 CAR-T significantly increased the overall survival of mice by reducing tumor uptake.We show that the choice of scFv in a CAR-T approach is essential to ensure good anti-cancer functionality while ensuring the safety of healthy cells.";2;16h16;16h31;Session 2;Canc�rologie 3;Oncology 3;;
Assogba;Emerline;What are young women living conditions after breast cancer? Health-related quality of life, sexual and fertility issues, professional reinsertion;Oral;"Introduction: Over the last decades, living conditions of young breast cancer (BC) survivors have received special attention. This population-based study aimed to identify clinical, social and economic determinants of Health-Related Quality of Life (HRQoL) and describe other living conditions of young long-term BC survivors.Methods: Non-metastatic BC women diagnosed between 2006 and 2015, aged 45 years and younger at diagnosis were identified through the French C�te d?Or Breast and Gynecologic Cancer Registry. Participants completed self-report questionnaires including standardized measures (HRQoL, anxiety, depression, deprivation, social support and sexuality); fertility and professional reintegration issues. The determinants of HRQoL were identified using mixed regression model.Results: In total, 218 BC survivors participated in the survey. The main determinants of poor HRQoL were anxiety, depression, comorbidities, deprivation and menopausal status. Among 72% of women who did not receive information about fertility preservation 38% would have liked to be informed. Finally, 39% of survivors reported a negative impact of BC on their professional activity and in 59% this negative impact still persisted at the time of the survey.Conclusions: This study showed that BC stage or treatments did not have an impact on young long-term BC survivors HRQOL. Fertility, sexuality and professional reintegration, remained the main issues for survivors. Specific interventions in this population should focus on these issues.";2;16h34;16h49;Session 2;Canc�rologie 3;Oncology 3;;
Kroudia Wasse;Stephane;The impact of psychosocial and clinical factors on quality of life after non-Hodgkin's lymphoma;Oral;Aims: To identify the clinical and social determinants of long-term health related quality of life (HRQoL) in Non-Hodgkin Lymphoma (NHL) survivors in the general population.Methods: All patients were registered in the population-based cancer registry specialized in hematological malignancies in the C�te d?Or area. We identified patients diagnosed with diffuse large B cell lymphoma (DLBCL) or follicular lymphoma (FL) according to the third edition of the International Classification of Diseases for Oncology (ICD-O-3), from January 1st 2010 to December, 31st 2017, and who were still alive on March, 1st 2021, with an updated address. Patients under 18 years old and adults unable to provide consent were not eligible. In March 2021, patients completed standardized self-report questionnaires for HRQoL (SF-12), reminders were sent to non-responders after one month. The determinants of HRQoL were identified using a generalized linear model.Results: Among 436 patients diagnosed, 248 were alive at the study endpoint, of whom 157 (FL 51% and DLBCL 49%) completed the questionnaires, yielding a response rate of 63.3%, the median of time since diagnosis was 76 months [39-133]. The mean age of participants was 67.3 years (SD = 12.4), 55% were men, 74% Ann Arbor stage III-IV, 78% were treated by chemotherapy and immunotherapy, 64% did not have comorbidities, 27% were employed at the time of the survey, 60% of survivors had not received information about sexuality, 54% reported an impact of the COVID crisis on their life. The main factors associated with a negative impact on HRQoL were depression, anxiety, and loss of sexual desire.Conclusions: Six years after diagnosis, clinical parameters did not have a major influence on HRQoL. The main determinants of HRQoL identified were psychological and social factors. All these elements are potential targets for specific interventions by the social system to improve HRQoL in NHL patients.;2;16h52;17h07;Session 2;Canc�rologie 3;Oncology 3;;
Chaney;Remi;Effect of acute neuromuscular electrical stimulation on cognition and mood in healthy humans;Oral;Physical exercise is recognized as one of the most effective non-drug strategies for improving mental health. For example, studies show a preventive effect on neurodegenerative diseases and stroke, improved cognition and mood through exercise. Nevertheless, many people are unable to perform exercise for various reasons. For these people, neuromuscular electrical stimulation (NMES) which consists on induced muscle contraction without motor command in response to an external current source could be an alternative to exercise. Indeed, NMES allows mimicking the effects of exercise on muscle function but its effect on cognition and mood remains unstudied to this day. Thus, the purpose of this study was to investigate the effects of a single session of NMES on executive function, memory and mood in humans.For this purpose, young healthy volunteers (n=30, 24 years old) performed an NMES session on the quadriceps muscle (100 Hz, 0.2 ms) with an alternation of 7s of contraction and 14s of rest for 30 min at maximum tolerable intensity. Other subjects remained 30 min passive on a chair as control subjects. Executive function and mood were assessed using the Stroop task and the Profile of Mood States (POMS) questionnaire before and immediately after the NMES session, respectively. Memory was assessed with the complex Rey figure and a 15word list recall immediately and 24 hours after the NMES session. Heart rate (HR), blood pressure (BP) and oxygen saturation (SaO2) were recorded every 5 min during NMES.Results show improved performance on the Stroop task and reduced anxiety after NMES session. In contrast, we did not observe any effect on memory, HR, BP and SaO2. In conclusion, NMES can be an interesting option to improve executive function and mood without intensive cardiac solicitation.;2;15h40;15h55;Session 2;Cognition et Mouvement;Cognition and Mouvement;;
Eon;Pauline;Intensity effect of neuromuscular electrical stimulation combined with motor imagery on corticospinal excitability;Oral;IntroductionNeuromuscular electrical stimulation (NMES) consists of evoking muscle contraction by an external electrical current without voluntary activation. On the contrary, motor imagery (MI) is the mental simulation of contraction without its corresponding motor output. Some studies analyzed the impact of MI and NMES on corticospinal excitability highlighted by the motor evoked potential (MEP). The authors reported that MI and NMES performed alone increased the MEP compared to rest (1, 2). However, the intensity of NMES may alter the corticospinal excitability when NMES is applied above the motor threshold compared to MI alone (1). Therefore, these results question the impact of the intensity of NMES on corticospinal excitability when combined with MI. The purpose of the present study is to assess corticospinal excitability during either MI, NMES, or a combination of both at different stimulation intensities of NMES.MethodsSeven healthy subjects participated in one session consisting of 6 conditions targeting flexor carpi radialis muscle (FCR): rest, MI, NMES evoked at 5 % and 20 % maximal voluntary contraction and MI and NMES performed simultaneously (MI+NMES) with both NMES intensities. During each condition, corticospinal excitability was assessed by evoking MEP of FCR by using transcranial magnetic stimulation. Maximal M-wave (Mmax) was measured by using nerve stimulation of the median nerve.ResultsA repeated measures ANOVA revealed a main effect among conditions (P = 0.01). We found a significant difference on MEP/Mmax at rest compared to NMES and MI+NMES at 20 % MVC. Furthermore, a two-way ANOVA revealed an intensity effect. The post hoc analysis showed a higher MEP/Mmax during NMES and MI+NMES at both 20 % compared to 5 % MVC.DiscussionThe additional effect of MI on MEP/Mmax may occur with NMES at 20 % rather than 5%. This suggests that a sufficient muscle activation is required to improve the cortical command from MI and enhance the activation of both cortical and subcortical structures. Therefore, MI+NMES could result in improvement of the corticospinal excitability of FCR.;2;15h58;16h13;Session 2;Cognition et Mouvement;Cognition and Mouvement;;
Godin;Antoine;Impact of speed and slope on stride variability;Oral;"INTRODUCTION:Evaluation of variability in running stride is increasing as evidence have linked stride variability with fatigue, injury, or overreaching. Several parameters can be used like stride time (Ts), contact time (Tc), flight time (Tf) or cadence (C). Their variability can be described through different indexes: amount of variation (AV), predictability and complexity. However, impact of measurement conditions such as slope and running speed are currently unknown and the aim of this study is to investigate their effect on stride variability.METHODS:20 runners performed a treadmill test with 5 conditions derived from preferred running speed (PRS; 100 +/- 10/20%) and 6 slopes (+/- 8%, 5%, 2%,). Ts, Tc, Tf and C were measured with an Optogait�. AV was quantified by coefficient of variation (CV). Predictability was evaluated using alpha-1 coefficient of detrended fluctuation analysis (aDFA) and complexity by Higuchi fractal index (HFI). Two one-way repeated measures ANOVA with Bonferroni post-hoc analysis were performed to assess effect of slope and speed independently.RESULTS:At negative slopes AV was higher than at flat or positive slopes (p<0.05) for Ts (-8%: 3.12%�1.52; 0%: 2.20%�0.41 8%:2.44%�0.41), Tc, Tv and C.As speed increased, AV for Tv decreased (80%: 23.16%�7.04; 120%: 9.18%�2.81; p<0.05). AV for Tc was higher at 80% than other conditions (80%: 2.72%�0.93; 120%: 2.34%�0.62; p<0.05).As regards aDFA, higher values at positive slopes and flat compared with negative slopes were observed for Ts (-8%: 0.59�0.14; 0%: 0.65�0.09; 8%:0.67�0.18; p<0.05).For HFI, lower value at 80% than other conditions were observed for C (80%: 0.93�0.29;120%: 1.16�0.9; p<0.05).CONCLUSION:Runners show a greater AV at low speeds or at negative slopes. They are also less predictable and complex on some kinematics at these conditions. Future studies are needed to link these results to running economy or the occurrence of overuse injuries.";2;16h16;16h31;Session 2;Cognition et Mouvement;Cognition and Mouvement;;
Dury;Jeanne;Hip abductor muscle fatigue induces different strategies during disrupted postural control;Oral;"Background: Ankle sprain is one of the most common injuries in sport, and hip abductor muscle weakness has recently been reported as a predisposing factor.However, the influence of hip abductor muscle fatigue on ankle stability has not been studied during an ankle disturbed balance exercise. This study aimed to determine the influence of hip abductor muscle fatigue on ankle joint stability during a disturbed balance task, and to consider inter-individual variability in the kinematic and neuromuscular reorganizations implemented.Methods: Twenty-six healthy subjects (13 males; 13 females) performed a unipedal postural balance task (BAL) with eyes closed before and after a fatiguing exercise (up to a 50% decrease in strength) of the hip abductor muscles. Subjects completed BAL while equipped with an ankle destabilization device that allows inversion/eversion movements. Electromyographic (EMG) activity of the gastrocnemius lateralis (GastL), peroneus longus (PL) ,brevis, tibialis anterior and gluteus medius were recorded during BAL. Kinematics (e.g., frontal foot angulation, FAng) of the ankle complex were determined using inertial measurement units.Results and significance: In the overall group, no significant time, sex or interaction effect was observed on kinematic and EMG variables. However, when considering individual responses to hip fatigue, 14 subjects decreased the standard deviation of FAng (-30%) suggesting enhancement of ankle stability, while 12 subjects increased the standard deviation of the FAng (+46%). Normalized EMG variations for PL and GastL muscles were significantly different between groups (p=0.027 for PL and p=0.006 for GastL). Indeed, the contribution of ankle muscles increased for the enhanced-stability group while decreased for the impaired-stability group. These results highlight that subject adopt different neuromuscular and kinematic ankle strategies to control balance in response to hip abductor muscle fatigue. The strategy adopted by the impaired-stability group might have important implications when analyzing risk factors for ankle sprains.";2;16h31;16h46;Session 2;Cognition et Mouvement;Cognition and Mouvement;;
Amiez;Nicolas;Corticospinal modulations of wrist tendon vibration are time-dependent;Oral;Aims: The application of tendon vibration (TV) causes movement illusions through Ia afferents. The responses of the vibrated (agonist) and non-vibrated (antagonist) muscles to the integration of this sensory information were studied at the corticospinal and spinal levels.Methods: TV was applied to the FCR muscle (Duration: 30', Format: continuous, Frequency: 80hz, Amplitude: 0.5mm). Motor-evoked potentials (MEPs, 17 subjects), Cervico-medullary-evoked potentials (CMEPs, 15 subjects), and Hoffmannreflexes (H, 15 subjects) of the flexor carpi radialis (FCR) and extensor carpi radialis (ECR) were measured in three different sessions. Four blocks of measurement were performed for each session: before TV (PRE) and at 0' (P0), 30' (P30) and 60' (P60) after vibrations were stopped. All measurements were performed at rest. Ratios MEP/CMEP for FCR and ECR muscle (15 subjects) and ratio H/CMEP for the FCR muscle (13 subjects) were also measured.Results: MEPs remained unchanged (p > 0,073) while CMEPs decreased at P0 (p < 0,001) for both muscles. The H-reflex of the FCR largely decreased at P0 and P30 (p < 0,001). The MEP/CMEP ratio increased for both muscles at P0 (p < 0,05). The H/CMEP ratio decreased at P0 (p = 0,065) and P30 for the FCR muscle (p < 0,001).Conclusions: A temporary increase in cortical excitability (ratios MEP/CMEP) occurs for both the vibrated (FCR) and nonvibrated (ECR) muscles while a decrease in motor neuron excitability (CMEP) is observed at the same time for the two muscles. The decrease in spinal excitability (CMEP) alone does not explain the decrease in H-reflex observed for the FCR muscle at P0 and P30. Thus, a presynaptic cause could also be involved in the decrease of this reflex.;2;16h49;17h04;Session 2;Cognition et Mouvement;Cognition and Mouvement;;
Pellerin;Alice;Extreme carbon and nitrogen isotopic signatures preserved in 2.7 billion years old sedimentary rocks: evidence for the onset of planetary oxygenation? New insight from the Caraj�s basin, Brazil;Oral;Nitrogen is a key element of the biosphere, present in numerous macromolecules and involved in major metabolic pathways. As the nitrogen isotopic composition of sedimentary rocks is controlled by redox speciation in the water column together with biological activity, changes in the dominating nitrogen biogeochemical cycle?s pathways have frequently been used to uncover the joint evolution of the atmosphere, the ocean and the biosphere. In particular, nitrogen isotopes can specify the timing and mechanisms of the transition from anoxic to oxygenated environments leading to the ?2.4 Ga Great Oxidation Event (GOE), which remains debated.This study features new data from the Caraj�s basin, Amazonian Craton, Brazil. Samples from three drill cores through the Serra Sul and Azul formations, aged between 2.72 and 2.68 Ga and representative of shallow to deep oceanic settings, have been analyzed for their carbon and nitrogen abundances and isotopic compositions. These sediments display extremely positive ?15N values of up to +35.1? combined with extremely negative ?13Corg values down to -51.7?, similar to those observed in the 2.72 Ga Tumbiana formation in Australia. The drivers of this unique isotopic excursion occurring ?300 million years before the GOE are controversial, and two hypotheses have been put forward: (i) the onset of an aerobic nitrogen cycling, with partial oxidation of ammonium through nitrification followed by complete denitrification and (ii) ammonia volatilization in anoxic, highly alkaline conditions typical of restricted lacustrine environments.The Caraj�s basin uncovers a new occurrence of the 2.7 Ga extreme 15N-enrichments and 13C-depletions event from oceanic settings. Therefore, it sheds new light on a previously isolated signal related to a restricted alkaline environment. Whether this event stands as evidence for widespread redox changes in marine chemistry or rather reflects local settings remains to be discussed, but in any case it points towards specific environmental conditions.;2;15h40;15h55;Session 2;G�ologie;Geology;;
Abi Nader;Anthony;Underground karst river monitoring using seismic noise;Oral;Unlike surface water containers, that can be easily quantified and monitored, underground pipeline in karst systems are often inaccessible and therefore challenging to monitor. Our knowledge of inaccessible karst aquifers is therefore mostly based on punctual measurements. This study is a part of the SISMEAUCLIM project which aims to image the flow of water in 3 dimensions over time from rainfall to the outlet in the Fourbanne karst aquifer (Jura Mountains, Eastern France, Jurassic Karst observatory).Our approach relies on passive ambient noise methods that will be coupled with hydrological parameters in order to monitor underground water flows. The underground conduit is accessible through a drilled shaft and instrumented by two 3-component seismological stations and a water-level probe. We performed a joint analysis between the seismic noise spectrograms and the underground river water level in order to quantify the increase in noise intensity as a function of water level and characterize the noise source. As a second step, we applied a new approach based on the machine learning random forest (RF) algorithm and continuous seismic records, to predict the underground river water height. The method consists on the computation on a sliding window of seismic signal features (waveform, spectral and spectrogram features) and calibrating them with the corresponding water height.Furthermore, with data provided from a dense seismic array, noise cross-correlation analysis will be carried out to detect seismic velocity variations in the medium induced by fluid saturation changes.;2;15h58;16h13;Session 2;G�ologie;Geology;;
